,category,headline,authors,link,short_description,date
92769,RELIGION,Christian Disdain of Women as Terror Weapon? No Way,"Jennifer Danielle Crumpton, ContributorAuthor of Femmevangelical: The Modern Girl's Guide to the Good...",https://www.huffingtonpost.com/entry/christian-disdain-of-women-as-terror-weapon-no-way_b_7122062.html,"Men have run the world for a long time. We can easily see where this unbalanced and abusive gender dominance, including ""manly Christianity,"" has gotten us. It is ugly and destructive. It is beyond time to bring women to the table at both local and high, global levels for peace and security.",2015-04-24
92799,RELIGION,Some Thoughts about Freedom and Happiness,"Dr. Michael Laitman, ContributorProfessor of Ontology",https://www.huffingtonpost.com/entry/some-thoughts-about-freed_b_7120740.html,"The Israeli Independence Day always gets me pensive. With its reliance on military and monetary aid from the US, and its extensive export to Asia, Europe, and North America, it's ironic, almost sardonic to think of the state of Israel as independent.",2015-04-24
92820,RELIGION,Activists Call On President Obama To Appoint Envoy For Persectued Christians,,https://www.huffingtonpost.com/entry/obama-middle-east-christians_n_7130650.html,,2015-04-24
92851,RELIGION,5 Lessons From The Resignation Of Bishop Robert Finn,,https://www.huffingtonpost.com/entry/bishop-finn-resignation-lessons_n_7109640.html,,2015-04-23
92855,RELIGION,Film Offers An Inside Look Pakistan's Extreme Islamic Schools,Rahel Gebreyes,https://www.huffingtonpost.com/entry/among-the-believers-pakistani-islamic-schools_n_7111294.html,,2015-04-23
92885,RELIGION,Jewish American Exile,"Jesse Bogner, ContributorAuthor, The Egotist",https://www.huffingtonpost.com/entry/jewish-american-exile_b_7099414.html,"How can we ensure the survival of the American Jewish identity? And further, is it important? In my humble opinion, the survival of the Jewish people around the world is nothing short of a miracle.",2015-04-23
92944,RELIGION,"Sorry, But It's Not 'Open Season' on Christians","Hollis Phelps, ContributorProfessor, writer",https://www.huffingtonpost.com/entry/sorry-but-christianity-is_b_7108450.html,"It's hard to take seriously the narrative of widespread marginalization and, on top of that, oppression, when the American landscape remains saturated with Christianity in numerous shapes and forms.",2015-04-22
92976,RELIGION,'Mind-Blowing And Humbling',Carol Kuruvilla,https://www.huffingtonpost.com/entry/instagram-earths-beauty_n_7114076.html,,2015-04-22
93018,RELIGION,Celebrating the 100th Anniversary of Mormon Family Home Evening: An Episcopal Priest's Perspective,"Danielle Tumminio, ContributorProfessor, Public Intellectual, & Priest",https://www.huffingtonpost.com/entry/celebrating-the-100th-ann_b_7107404.html,"Always intrigued by the traditions of others, I wanted to find out how Family Home Evening affected Mormon life.",2015-04-21
93026,RELIGION,Finding Hope & Healing at Ground Zero,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/911-ground-zero-hope_n_7108182.html,,2015-04-21
93060,RELIGION,Bishop Who Failed To Report Abuse Resigns,,https://www.huffingtonpost.com/entry/bishop-finn-resigns_n_7107306.html,,2015-04-21
93109,RELIGION,"Sikh Holiday, Christian Campus","Rahuldeep Singh Gill, Ph.D., ContributorEducator, Author, Speaker",https://www.huffingtonpost.com/entry/sikh-holiday-christian-ca_b_7083612.html,"It's the time of renewal in the northern hemisphere. So how does a Sikh Religion professor who teaches at a Lutheran university celebrate Vaisakhi? Well, here's how the day of April 14, 2015 shook out.",2015-04-20
93115,RELIGION,What Really Hurts The Church's Witness,"Zack Hunt, ContributorWriter, Blogger, & Speaker",https://www.huffingtonpost.com/entry/what-really-hurts-the-chu_b_7083468.html,What really hurts the Church's witness is proclaiming that all are one in Christ Jesus our Lord while working hard to pass laws that exist for the sole purpose of discrimination.,2015-04-20
93154,RELIGION,"Explaining ""Working Poor"" to My Privileged, Middle Class Children","Christian Piatt, ContributorAuthor of 'postChristian,' host of 'Homebrewed CultureCast'",https://www.huffingtonpost.com/entry/explaining-working-poor-to-my-privileged-middle-class-children_b_7102064.html,"When we do our ""gratitude inventory"" (aka, a way to get them to reflect and pray), they rattle off things as a matter of routine that many people would only dream of.",2015-04-20
93207,RELIGION,Pope Francis Urges Action On Migrant Deaths,,https://www.huffingtonpost.com/entry/pope-francis-migrant-deaths_n_7094828.html,,2015-04-19
93258,RELIGION,Can Religion And Politics Mix For Good Rather Than Evil?,,https://www.huffingtonpost.com/entry/religion-and-politics_n_7089608.html,,2015-04-19
93259,RELIGION,Historic German Church Finds New Life As A Synagogue,,https://www.huffingtonpost.com/entry/german-church-synagogue_n_7089262.html,,2015-04-19
93271,RELIGION,Retired Pope Benedict XVI Celebrates 88th Birthday With A Pint,,https://www.huffingtonpost.com/entry/pope-benedict-birthday_n_7089686.html,,2015-04-18
93316,RELIGION,The Way Forward On Religious Freedom And LGBT Civil Rights,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/religious-freedom-lgbt-rights_n_7081524.html,,2015-04-18
93335,RELIGION,Traditional Worship Is the Future,"V.R. Marianne Zahn, ContributorEpiscopal priest, writer, bon vivant, blogging at   revz.org",https://www.huffingtonpost.com/entry/traditional-worship-is-the-future_b_7090656.html,"What Conservative Christians are really upset about, deep down, is not that one or a few or dozens or hundreds of their fold are being attracted by liturgical traditions and progressive theology. What they are really upset about is that their ways and their positions of privilege in the world are dying.",2015-04-18
93370,RELIGION,Walking With My Ancestors On Cannon Beach,"Rev. Peter E. Bauer, ContributorUnited Church of Christ minister",https://www.huffingtonpost.com/entry/walking-with-my-ancestors_b_7079298.html,,2015-04-17
93440,RELIGION,'The Loss' That 'Changed My Life Around',"Donna Williams, ContributorWriter, mother, grandmother",https://www.huffingtonpost.com/entry/post_9302_b_7066448.html,"The struggle for me was that I was hiding this experience, because deep in my heart, I thought I was crazy or different and didn't want anyone to find out. Throughout my life I have always had a soft voice that has comforted me and directed me to do what is right.",2015-04-16
93449,RELIGION,Growing Up With the Holocaust as a Writer,"Lev Raphael, ContributorAuthor, reviewer, and blogger",https://www.huffingtonpost.com/entry/growing-up-with-the-holoc_b_7066722.html,"As a youth I thought being the son of survivors was a burden, but I gratefully came to see it as a gift because it not only gave me a mission, it was the first subject that animated my writing. It's what helped me find my voice.",2015-04-16
93459,RELIGION,Is Barth on the Mark?,"Rev. Peter E. Bauer, ContributorUnited Church of Christ minister",https://www.huffingtonpost.com/entry/is-barth-on-the-mark-_1_b_7073214.html,"Like everyone, Karl Barth is limited to his historical and cultural and political context, but like all great theologians, he has the capacity to speak to universal ideals, morals and beliefs.",2015-04-16
93465,RELIGION,Daily Meditation: True Faith,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation_n_7073676.html,,2015-04-16
93477,RELIGION,Never Again Should Include Endangered Yazidis,"Rabbi Abraham Cooper, ContributorAssociate dean of the Simon Wiesenthal Center and its Museum o...",https://www.huffingtonpost.com/entry/never-again-should-includ_b_7071376.html,"Why should Jews invoke their plight on Yom HaShoah? Because part of the memory of our collective experience, is standing up for the helpless, rendered voiceless by evil-doers.",2015-04-16
93534,RELIGION,This Nun Wants You To Have #TaxPayerPride,Carol Kuruvilla,https://www.huffingtonpost.com/entry/network-nun_n_7072404.html,,2015-04-15
93588,RELIGION,Why We Need To Remember The Mothers Of Auschwitz,,https://www.huffingtonpost.com/entry/mothers-of-auschwitz_n_7069978.html,,2015-04-15
93613,RELIGION,The Quest for Islamic 'Reformation',"Saleem H. Ali, ContributorDistinguished Professor of Energy and the Environment, Univers...",https://www.huffingtonpost.com/entry/the-quest-for-islamic-reformation_b_7038558.html,"As a Muslim, who has followed this polarization of narratives, I am convinced that all opinions deserve to be heard and not just marginalized as either ""Islamophobia"" or ""Jihadism,"" albeit with caution. Prejudice is a common human failing which people of all faiths are capable of.",2015-04-14
93632,RELIGION,You Are My Bae,"Lisa Page Rosenberg, ContributorFormer writer/producer for television",https://www.huffingtonpost.com/entry/you-are-my-bae_b_7061422.html,"Boo is sweet term, but bae is something else altogether. Before anyone else. That's serious talk. Who is your before anyone else? Would my bae be my son? My husband? It took a few moments, but I realized that my bae is my God.",2015-04-14
93634,RELIGION,Our World: An Interdependent Web,"KidSpirit, ContributorFree teen magazine",https://www.huffingtonpost.com/entry/our-world-an-interdepende_b_7061674.html,Becoming a Green Sanctuary is how my church chose to uphold the values of our green principle.,2015-04-14
93640,RELIGION,Daily Meditation: Visionary,Antonia Blumberg,https://www.huffingtonpost.com/entry/daily-meditation_n_7061310.html,,2015-04-14
93652,RELIGION,Billy Graham,"Martin Marty, ContributorHistorian of religion in the U.S., author of over 60 books, sp...",https://www.huffingtonpost.com/entry/billy-graham_b_7061950.html,"Billy Graham and the Shaping of a Nation is the subtitle of the book, America's Pastor, an acclaimed sort-of-biography by acclaim-worthy Duke University historian Grant Wacker.",2015-04-14
93708,RELIGION,More Than the Eye Can See (Acts 3:12-19),"Rev. Dr. Stephanie Buckhanon Crowder, ContributorAuthor, Speaker, Lover of Bible and Pop Culture",https://www.huffingtonpost.com/entry/more-than-the-eye-can-see-acts-312-19_b_7055102.html,"There was nothing spectacular or dazzling about Peter or John. They were common, first-century fishermen turned disciples. Nonetheless, what they gave to a man lame from the womb was beyond value or measure.",2015-04-13
93713,RELIGION,Not 2015 Easter Yet,"Daoud Kuttab, ContributorPalestinian journalist",https://www.huffingtonpost.com/entry/not-2015-easter-yet_b_7036028.html,Children in their Sunday best were clutching on beautifully intertwined palm arrangements as they packed into the church compound that also includes the Ahliya School.,2015-04-13
93733,RELIGION,Responding to the Call,"Herron Keyon Gaston, ContributorGraduate student, Yale University",https://www.huffingtonpost.com/entry/responding-to-the-call_b_7047488.html,"My path to Yale seemed destined, but crisis came quickly. Shortly after arriving at Yale, I faced accusations that landed me in a New Haven jail, and extradition to Florida. The accusations were found to be false, and the incident was scrubbed from my legal record.",2015-04-13
93868,RELIGION,Christianity a la Carte,"Stampp Corbin, ContributorNational Political Strategist and Successful Entrepreneur",https://www.huffingtonpost.com/entry/a-la-carte-christianity_b_7047478.html,"Either you are a prix fixe Christian, taking everything on the bible menu, or you are a Christian who believes that passages cannot be taken literally, and often are not what they seem.",2015-04-12
93922,RELIGION,On the Last Day of Matzah: Zucchini 'Pasta' With Turkey Meatball,"Danielle Crittenden Frum, ContributorCreative Director and CEO, Fig Tree & Vine",https://www.huffingtonpost.com/entry/on-the-last-day-of-matzah_b_7046028.html,"Each day of this Passover holiday I've posted a gourmet way for Jews to honor the commandment to eat matzah, aka ""the bread of affliction"": eight easy recipes that are friendly to modern tastes and diets, and with a little less added affliction. Today is the last day.",2015-04-11
93942,RELIGION,WATCH: Stunning Holy Fire Ritual Lights Up Orthodox Easter,Paul Brandeis Raushenbush,https://www.huffingtonpost.com/entry/holy-fire-2015-orthodox-easter_n_7045904.html,,2015-04-11
